Location,Reach Number,Above,Washer #,Color,Species,Length(TL_,Length Yes no ,Length (mm),Depth,Velo,Substrate,PercentCover,InstreamCover,Densio,MacroHab,Undercut,%LWD,%Aquatic Veg,%None,Latitude,Longitude,Desert Sucker,Desert Sucker Abund,RoundtailChub,RoundtailChub Abund,Sonora Sucker,Sonora Sucker Abund,SpeckedDace,SpeckledDaceAbund,Bass,Bass Abund
8,1,1,o104,orange,Roundtail,5,yes,127,0.39,1.17,5,0.875,0,21,riffle,N,0,0,100,N 34.22.801,W 111.39.520,,,1,1,,,,,,
8,1,1,o110,orange,Roundtail,4,yes,101.6,0.57,0,1,1,0,24,run,N,0,0,100,N 34.22.758,W 111.39.521,,,1,1,,,,,,
8,1,1,o119,orange,Roundtail,4,yes,101.6,0.7,0.08,4,1,50,24,run,Y,0,50,50,N 34.22.764,W 111.39.519,,,1,1,,,,,,
8,1,1,o12,orange,Roundtail,6,yes,152.4,0.4,1.14,5,1,0,24,riffle,N,0,0,100,N 34.22.798,W 111.39.527,,,1,1,,,,,,
8,1,1,o134,orange,Roundtail,4,yes,101.6,0.79,0.21,1,1,0,24,run,N,0,0,100,N 34.22.771,W 111.39.525,,,1,1,,,,,,
8,1,1,o145,orange,Roundtail,3,yes,76.2,0.59,0.47,3,0.791666667,0,19,run,N,0,0,100,N 34.22.752,W 111.39.519,,,1,1,,,,,,
8,1,1,o16,orange,Roundtail,4,yes,101.6,0.35,0.57,5,1,0,24,riffle,N,0,0,100,N 34.22.793,W 111.39.531,,,1,1,,,,,,
8,1,1,o161,orange,Roundtail,5,yes,127,0.66,0.16,4,1,0,24,riffle,N,0,0,100,N 34.22.761,W 111.39.521,,,1,1,,,,,,
8,1,1,o206,orange,Roundtail,3,yes,76.2,0.38,0.22,5,1,25,24,riffle,N,25,0,75,N 34.22.795,W 111.39.529,,,1,1,,,,,,
8,1,1,o208,orange,Roundtail,4,yes,101.6,0.58,0.33,1,1,0,24,run,N,0,0,100,N 34.22.769,W 111.39.521,,,1,1,,,,,,
8,1,1,o214,orange,Roundtail,3,yes,76.2,0.4,-0.02,1,0.708333333,0,17,run,N,0,0,100,N 34.22.753,W 111.39.523,,,1,1,,,,,,
8,1,1,o39,orange,Roundtail,3,yes,76.2,0.64,-0.07,1,1,0,24,run,N,0,0,100,N 34.22.787,W 111.39.530,,,1,1,,,,,,
8,1,1,o48,orange,Roundtail,5,yes,127,0.69,0.75,5,1,0,24,riffle,N,0,0,100,N 34.22.762,W 111.39.518,,,1,1,,,,,,
8,1,1,o49,orange,Roundtail,4,yes,101.6,0.44,-0.24,5,1,0,24,riffle,N,0,0,100,N 34.22.795,W 111.39.528,,,1,1,,,,,,
8,1,1,Available,Available,Available,Available,Available,Available,0.28,-0.03,3.2,0.666666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.51,0.05,2.1,0.875,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.48,0.24,1,0.958333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.64,0.28,1.8,1,20,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.82,0.35,4.6,1,70,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.81,0.24,5,0.958333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.64,0.02,2.3,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.79,0.09,1,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.59,0.65,4.5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.72,0.36,5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.57,0.19,5,0.75,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,1.5,0.24,4.6,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.38,0.29,4.3,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.61,0.35,3.9,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.68,0.35,5,1,20,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.58,0.24,4.3,0.833333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.51,0.37,3.7,0.958333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.59,0.34,1,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.62,0.27,2.6,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.49,0.15,4.4,1,20,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.8,0.51,5,0.833333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.94,-0.23,5,0.958333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.54,0.2,3.5,0.958333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,1.14,-0.02,5,0.958333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.68,0.22,5,1,10,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.12,0.02,5,0.875,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.2,2.18,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.44,0.82,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.26,0.68,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.35,1.17,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.1,-0.02,2.6,0.291666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.28,0.27,1,0.375,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.57,0.28,1,0.875,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.9,0.61,4.2,0.958333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.08,0,0,1,100,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.42,0.12,5,0.708333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.67,0.56,5,0.875,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.88,0.32,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.74,0.14,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.5,0.51,5,1,60,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.35,0.36,5,0.916666667,70,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.66,1.54,5,0.958333333,80,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.58,0.66,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.36,0.31,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.52,-0.06,5,1,80,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.12,-0.05,3.8,0.625,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.48,0.19,4.6,0.708333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.42,1.44,5,0.958333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.36,1.47,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,Available,Available,Available,Available,Available,Available,0.34,1.03,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
8,1,1,g29,green,Speckled Dace,3,yes,76.2,0.54,1.1,5,1,0,24,riffle,N,0,0,100,N 34.22.793,W 111.39.527,,,,,,,1,1,,
8,1,1,g33,green,Speckled Dace,3,yes,76.2,0.54,0.28,5,0.791666667,0,19,run,N,0,0,100,N 34.22.767,W 111.39.523,,,,,,,1,1,,
8,1,1,p24,pink,Sonora Sucker,6,yes,152.4,0.76,0.11,5,1,0,24,riffle,N,0,0,100,N 34.22.782,W 111.39.524,,,,,1,2,,,,
8,1,1,p8,pink,Sonora Sucker,4,yes,101.6,0.7,-0.06,1,1,0,24,run,N,0,0,100,N 34.22.757,W 111.39.519,,,,,1,2,,,,
8,1,1,y38,yellow,Desert Sucker,3,yes,76.2,0.66,0.06,5,0.416666667,0,10,riffle,N,0,0,100,N 34.22.789,W 111.39.527,1,1,,,,,,,,
8,1,1,y6,yellow,Desert Sucker,6,yes,152.4,0.69,0.18,5,0.833333333,0,20,riffle,N,0,0,100,N 34.22.777,W 111.39.524,1,1,,,,,,,,
1,2,1,o200,orange,Roundtail,3,yes,76.2,1.2,0.24,5,1,0,24,pool,N,0,0,100,N 34.24.314,W 111.36.916,,,1,7,,,,,,
1,2,1,o148,orange,Roundtail,3,yes,76.2,0.6,-0.08,0,0.5,0,12,riffle,N,0,0,100,N 34.24.334,W 111.36.884,,,1,6,,,,,,
1,2,1,o108,orange,Roundtail,3,yes,76.2,0.57,-0.17,5,0,0,0,riffle,N,0,0,100,N 34.24.328,W 111.36.893,,,1,5,,,,,,
1,2,1,o151,orange,Roundtail,3,yes,76.2,0.58,0.14,4,1,0,24,pool,N,0,0,100,N 34.24.308,W 111.36.929,,,1,5,,,,,,
1,2,1,o45,orange,Roundtail,3,yes,76.2,0.84,0.33,4,0.916666667,0,22,riffle,N,0,0,100,N 34.24.326,W 111.36.898,,,1,5,,,,,,
1,2,1,o101,orange,Roundtail,3,yes,76.2,0.94,0.14,5,0.5,0,12,riffle,N,0,0,100,N 34.24.332,W 111.36.884,,,1,4,,,,,,
1,2,1,o118,orange,Roundtail,3,yes,76.2,0.65,0.27,0,1,0,24,run,N,0,0,100,N 34.24.307,W 111.36.932,,,1,3,,,,,,
1,2,1,o120,orange,Roundtail,4,yes,101.6,1.05,-0.23,5,0.25,0,6,riffle,N,0,0,100,N 34.24.327,W 111.36.890,,,1,3,,,,,,
1,2,1,o126,orange,Roundtail,4,yes,101.6,1.2,0.01,1,1,40,24,pool,N,0,40,60,N 34.24.309,W 111.36.926,,,1,3,,,,,,
1,2,1,o129,orange,Roundtail,4,yes,101.6,1.22,0.43,5,0.458333333,0,11,riffle,N,0,0,100,N 34.24.330,W 111.36.886,,,1,3,,,,,,
1,2,1,o138,orange,Roundtail,4,yes,101.6,1.23,0.06,5,0.458333333,0,11,run,N,0,0,100,N 34.24.321,W 111.36.901,,,1,3,,,,,,
1,2,1,o159,orange,Roundtail,4,yes,101.6,1,0.18,5,0.166666667,0,4,pool,N,0,0,100,N 34.24.306,W 111.36.926,,,1,3,,,,,,
1,2,1,o174,orange,Roundtail,3,yes,76.2,0.49,-0.18,5,0.25,0,6,riffle,N,0,0,100,N 34.24.325,W 111.36.892,,,1,3,,,,,,
1,2,1,o193,orange,Roundtail,3,yes,76.2,0.7,0.52,4,1,0,24,run,N,0,0,100,N 34.24.325,W 111.36.899,,,1,3,,,,,,
1,2,1,o212,orange,Roundtail,3,yes,76.2,1.23,0,5,1,0,24,run,N,0,0,100,N 34.24.323,W 111.36.898,,,1,3,,,,,,
1,2,1,o23,orange,Roundtail,3,yes,76.2,1.5,0.07,0,1,0,24,pool,N,0,0,100,N 34.24.308,W 111.36.913,,,1,3,,,,,,
1,2,1,o41,orange,Roundtail,3,yes,76.2,1.1,0.37,5,1,0,24,pool,N,0,0,100,N 34.24.316,W 111.36.915,,,1,3,,,,,,
1,2,1,o6,orange,Roundtail,3,yes,76.2,0.6,-0.03,5,0.833333333,40,20,pool,N,0,40,60,N 34.24.315,W 111.36.915,,,1,3,,,,,,
1,2,1,o112,orange,Roundtail,3,yes,76.2,1.5,0.09,0,1,0,24,pool,N,0,0,100,N 34.24.310,W 111.36.919,,,1,2,,,,,,
1,2,1,o123,orange,Roundtail,5,yes,127,0.84,0.14,5,0.166666667,0,4,riffle,N,0,0,100,N 34.24.333,W 111.36.881,,,1,2,,,,,,
1,2,1,o143,orange,Roundtail,5,yes,127,1.5,0.02,1,0.916666667,0,22,run,N,0,0,100,N 34.24.324,W 111.36.899,,,1,2,,,,,,
1,2,1,o144,orange,Roundtail,5,yes,127,1.11,0.09,2,0.375,0,9,pool,N,0,0,100,N 34.24.304,W 111.36.922,,,1,2,,,,,,
1,2,1,o145,orange,Roundtail,4,yes,101.6,0.8,0.18,5,0.083333333,0,2,riffle,N,0,0,100,N 34.24.324,W 111.36.886,,,1,2,,,,,,
1,2,1,o155,orange,Roundtail,4,yes,101.6,0.58,-0.06,5,0.791666667,0,19,run,N,0,0,100,N 34.24.320,W 111.36.906,,,1,2,,,,,,
1,2,1,o160,orange,Roundtail,4,yes,101.6,0.62,0.39,5,0.083333333,0,2,riffle,N,0,0,100,N 34.24.330,W 111.36.887,,,1,2,,,,,,
1,2,1,o166,orange,Roundtail,3,yes,76.2,0.48,0.11,2,0,0,0,riffle,N,0,0,100,N 34.24.332,W 111.36.884,,,1,2,,,,,,
1,2,1,o184,orange,Roundtail,4,yes,101.6,0.92,0.14,5,0.583333333,0,14,riffle,N,0,0,100,N 34.24.325,W 111.36.896,,,1,2,,,,,,
1,2,1,o194,orange,Roundtail,3,yes,76.2,0.86,-0.03,1,1,0,24,run,N,0,0,100,N 34.24.321,W 111.36.900,,,1,2,,,,,,
1,2,1,o203,orange,Roundtail,4,yes,101.6,0.94,-0.03,5,0.333333333,50,8,pool,N,0,50,50,N 34.24.313,W 111.36.914,,,1,2,,,,,,
1,2,1,o25,orange,Roundtail,4,yes,101.6,1.35,-0.02,5,1,0,24,riffle,N,0,0,100,N 34.24.325,W 111.36.897,,,1,2,,,,,,
1,2,1,o49,orange,Roundtail,5,yes,127,0.87,-0.08,5,0.625,0,15,run,N,0,0,100,N 34.24.319,W 111.36.906,,,1,2,,,,,,
1,2,1,o102,orange,Roundtail,3,yes,76.2,0.6,-0.03,5,1,0,24,run,N,0,0,100,N 34.24.321,W 111.36.901,,,1,1,,,,,,
1,2,1,o121,orange,Roundtail,4,yes,101.6,1.3,0.15,1,0.875,0,21,pool,N,0,0,100,N 34.24.310,W 111.36.922,,,1,1,,,,,,
1,2,1,o136,orange,Roundtail,5,yes,127,1.33,0.11,1,0.75,0,18,pool,N,0,0,100,N 34.24.307,W 111.36.925,,,1,1,,,,,,
1,2,1,o15,orange,Roundtail,5,yes,127,0.79,0.34,5,0.75,0,18,run,N,0,0,100,N 34.24.301,W 111.36.934,,,1,1,,,,,,
1,2,1,o152,orange,Roundtail,5,yes,127,0.92,0.07,5,0.916666667,0,22,riffle,Y,0,0,100,N 34.24.324,W 111.36.885,,,1,1,,,,,,
1,2,1,o175,orange,Roundtail,4,yes,101.6,0.62,-0.06,1,1,0,24,run,N,0,0,100,N 34.24.314,W 111.36.910,,,1,1,,,,,,
1,2,1,o176,orange,Roundtail,4,yes,101.6,0.49,-0.01,5,1,20,24,run,Y,10,10,80,N 34.24.304,W 111.36.946,,,1,1,,,,,,
1,2,1,o182,orange,Roundtail,5,yes,127,0.75,0.03,5,0.958333333,0,23,run,N,0,0,100,N 34.24.317,W 111.36.909,,,1,1,,,,,,
1,2,1,o186,orange,Roundtail,5,yes,127,0.86,0.26,4,0.75,0,18,run,N,0,0,100,N 34.24.304,W 111.36.929,,,1,1,,,,,,
1,2,1,o27,orange,Roundtail,4,yes,101.6,0.46,-0.02,4,1,20,24,run,Y,0,20,80,N 34.24.318,W 111.36.905,,,1,1,,,,,,
1,2,1,o307,orange,Roundtail,6,yes,152.4,0.62,0.01,1,0.958333333,50,23,run,N,10,40,50,N 34.24.300,W 111.36.935,,,1,1,,,,,,
1,2,1,o34,orange,Roundtail,5,yes,127,0.57,-0.05,4,1,20,24,run,N,20,0,80,N 34.24.305,W 111.36.940,,,1,1,,,,,,
1,2,1,Available,Available,Available,Available,Available,Available,0.42,-0.02,1,1,60,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.84,0.39,4.4,0.958333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.66,0.38,4.9,0.541666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.7,0.25,3.8,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.64,0.13,4.2,1,20,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.62,0.1,4.2,1,60,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.66,0.21,3.4,0.75,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.68,0.31,5,0.666666667,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.78,0.25,0.6,0.458333333,30,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.52,0.13,2.6,1,30,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.98,0,1,1,50,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.2,0.07,1,0.291666667,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.07,0.13,5,0.333333333,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.17,0.08,5,1,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.42,0.06,1.7,1,10,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.32,0.01,5,0.5,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.5,0.1,4.4,0.75,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.5,0.16,5,0.458333333,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.5,0.15,4.6,1,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.22,0,3.6,1,40,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.41,-0.01,0,0.791666667,50,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.64,-0.05,3.4,0.708333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.81,0.3,5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.96,0.62,5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.54,-0.08,3.1,1,20,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.58,-0.03,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.78,-0.01,2.9,0.625,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.87,-0.11,3.4,0.333333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.98,0.28,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.94,1.22,5,0.875,10,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.39,0,4.6,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.53,0.11,5,0.375,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.8,0.3,5,0.416666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.56,0.62,5,0.416666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.36,0.8,5,0.916666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.82,0.03,5,1,30,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.94,0.25,5,0.166666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.38,-0.1,5,0.791666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1.5,-0.05,3.1,0.333333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.98,0.45,5,1,20,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.37,0.19,5,0.166666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.35,-0.05,5,0.5,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.33,-0.12,5,0.25,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.6,0.15,5,0.208333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,1,0.06,5,0.083333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.58,-0.1,0,0.375,70,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
1,2,1,Available,Available,Available,Available,Available,Available,0.58,0.6,5,0,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
